gene_name,gene_id,num_codewords,num_probesets,protein_name,location,cell_type,cellchat_pathway
Trim65,ENSMUSG00000054517,2,2,E3 ubiquitin-protein ligase TRIM65,Cytoplasm,,
Trim7,ENSMUSG00000040350,2,2,E3 ubiquitin-protein ligase TRIM7,Nucleus,,
Trip13,ENSMUSG00000021569,2,2,Pachytene checkpoint protein 2 homolog (Thyroid hormone receptor interactor 13) (Thyroid receptor-interacting protein 13) (TR-interacting protein 13) (TRIP-13),,,
Trmt13,ENSMUSG00000033439,2,2,tRNA:m(4)X modification enzyme TRM13 homolog,,,
Trmt2a,ENSMUSG00000022721,2,2,tRNA (uracil-5-)-methyltransferase homolog A,Cytoplasm,,
Trp53,ENSMUSG00000059552,2,2,Cellular tumor antigen p53,Cytoplasm,DN3 thymocyte,
Trp53bp1,ENSMUSG00000043909,2,2,Transformation related protein 53 binding protein 1,Nucleus,,
Trp53cor1,ENSMUSG00000085912,2,2,,,,
Trp63,ENSMUSG00000022510,2,2,Cellular tumor antigen p53,Cytoplasm,keratinocyte stem cell;urothelial cell;basal cell of prostate epithelium;bladder cell,
Trp73,ENSMUSG00000029026,2,2,Tumor protein p73,Cytoplasm,Cajal-Retzius cell,
Trpa1,ENSMUSG00000032769,2,2,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),Cell membrane,,
Trpc1,ENSMUSG00000032839,2,2,Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1) (mTrp1) (Trp-related protein 1),Membrane,,
Trpc3,ENSMUSG00000027716,2,2,Short transient receptor potential channel 3 (TrpC3) (Receptor-activated cation channel TRP3) (Transient receptor protein 3) (TRP-3) (mTrp3) (Trp-related protein 3),Cell membrane,Purkinje cell;pericyte;mural cell,
Trpc4,ENSMUSG00000027748,2,2,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4),Membrane,pericyte;mural cell,
Trpc5,ENSMUSG00000041710,2,2,Short transient receptor potential channel 5 (TrpC5) (Capacitative calcium entry channel 2) (CCE2) (Transient receptor protein 5) (TRP-5) (mTRP5) (Trp-related protein 5),Cell membrane,lamp5 GABAergic cortical interneuron,
Trpc6,ENSMUSG00000031997,2,2,Short transient receptor potential channel 6 (TrpC6) (Calcium entry channel) (Transient receptor protein 6) (TRP-6),Cell membrane,,
Trpc7,ENSMUSG00000021541,2,2,Short transient receptor potential channel 7 (TrpC7) (Transient receptor protein 7) (TRP-7) (mTRP7),Cell membrane,,
Trpm1,ENSMUSG00000030523,2,2,Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1),Cell membrane,,
Trpm2,ENSMUSG00000009292,2,2,Transient receptor potential cation channel subfamily M member 2 (Long transient receptor potential channel 2) (LTrpC-2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7),Cell membrane,,
Trpm5,ENSMUSG00000009246,2,2,Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein),Cell membrane,epithelial cell,
Trpm6,ENSMUSG00000024727,2,2,Transient receptor potential cation channel subfamily M member 6,Cell membrane,kidney distal convoluted tubule epithelial cell;kidney connecting tubule epithelial cell,
Trpm7,ENSMUSG00000027365,2,2,Transient receptor potential cation channel subfamily M member 7,Membrane,kidney distal convoluted tubule epithelial cell,
Trpm8,ENSMUSG00000036251,2,2,Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8),Cell membrane,,
Trpv1,ENSMUSG00000005952,2,2,Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1),Postsynaptic cell membrane,,
Trpv2,ENSMUSG00000018507,2,2,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Growth factor-regulated calcium channel) (GRC) (Osm-9-like TRP channel 2) (OTRPC2),Cell membrane,,
Trpv3,ENSMUSG00000043029,2,2,Transient receptor potential cation channel subfamily V member 3 (TrpV3),Membrane,,
Trpv4,ENSMUSG00000014158,2,2,Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC),Cell membrane,,
Trpv5,ENSMUSG00000036899,2,2,Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transport protein 2) (CaT2) (Epithelial calcium channel 1) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3),Apical cell membrane,,
Trpv6,ENSMUSG00000029868,3,3,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),Cell membrane,,
Trrap,ENSMUSG00000045482,2,2,Transformation/transcription domain-associated protein (Tra1 homolog),Nucleus,,
Tsc1,ENSMUSG00000026812,2,2,Hamartin (Tuberous sclerosis 1 protein homolog),Cytoplasm,,
Tsc2,ENSMUSG00000002496,2,2,Tuberin (Tuberous sclerosis 2 protein homolog),Cytoplasm,,
Tsc22d3,ENSMUSG00000031431,2,2,TSC22 domain family protein 3 (Glucocorticoid-induced leucine zipper protein) (TSC22-related-inducible leucine zipper 3) (Tilz3),Cytoplasm,pulmonary interstitial fibroblast;fibroblast of lung,
Tsg101,ENSMUSG00000014402,2,2,Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101),Cytoplasm,,
Tshb,ENSMUSG00000027857,2,2,Thyrotropin subunit beta (Thyroid-stimulating hormone subunit beta) (TSH-B) (TSH-beta) (Thyrotropin beta chain),Secreted,,TSH
Tshr,ENSMUSG00000020963,2,2,Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R),Cell membrane,renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell,TSH
Tshz1,ENSMUSG00000046982,2,2,Teashirt homolog 1 (Serologically defined colon cancer antigen 3 homolog),Nucleus,,
Tslp,ENSMUSG00000024379,2,2,Thymic stromal lymphopoietin (Thymic stroma-derived lymphopoietin),Secreted,,
Tspyl2,ENSMUSG00000041096,2,2,Testis-specific Y-encoded-like protein 2 (TSPY-like protein 2) (CASK-interacting nucleosome assembly protein) (Differentially-expressed nucleolar TGF-beta1 target protein),Nucleus;Cytoplasm,,
Ttbk1,ENSMUSG00000015599,2,2,Tau-tubulin kinase 1,Cytoplasm,,
Ttc8,ENSMUSG00000021013,2,2,Tetratricopeptide repeat protein 8 (TPR repeat protein 8) (Bardet-Biedl syndrome 8 protein homolog),Cytoplasm,,
Ttk,ENSMUSG00000038379,2,2,Dual specificity protein kinase TTK,,,
Ttll3,ENSMUSG00000030276,2,2,Tubulin monoglycylase TTLL3,Cytoplasm,Bergmann glial cell,
Ttll6,ENSMUSG00000038756,2,2,Tubulin polyglutamylase TTLL6,Cytoplasm,,
Ttn,ENSMUSG00000051747,2,2,Titin,Cytoplasm,muscle cell;cardiac muscle cell,
Tuba3a,ENSMUSG00000067702,2,2,Tubulin alpha chain,,,
Tubb1,ENSMUSG00000016255,2,2,Tubulin beta-1 chain,Cytoplasm,,
Tubb2b,ENSMUSG00000045136,2,2,Tubulin beta-2B chain,Cytoplasm,glioblast;hypendymal cell;vascular leptomeningeal cell;mesothelial fibroblast;neural progenitor cell,
Tubb3,ENSMUSG00000062380,2,2,Tubulin beta-3 chain,Cytoplasm,hypendymal cell;erythrocyte;vascular leptomeningeal cell;mesothelial fibroblast;neural progenitor cell,
Tubg1,ENSMUSG00000035198,2,2,Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1),Cytoplasm,,
Tubg2,ENSMUSG00000045007,2,2,Tubulin gamma-2 chain (Gamma-2-tubulin),Cytoplasm,,
Tubgcp2,ENSMUSG00000025474,2,2,Gamma-tubulin complex component 2 (GCP-2),Cytoplasm,,
Tufm,ENSMUSG00000073838,2,2,"Elongation factor Tu, mitochondrial",Mitochondrion,,
Twf1,ENSMUSG00000022451,2,2,Twinfilin-1 (Protein A6),Cytoplasm,,
Twf2,ENSMUSG00000023277,2,2,Twinfilin-2 (A6-related protein) (mA6RP) (Twinfilin-1-like protein),Cytoplasm,naive T cell;megakaryocyte-erythroid progenitor cell,
Twist1,ENSMUSG00000035799,2,2,Twist-related protein 1 (M-twist),Nucleus,cell of skeletal muscle;mesenchymal cell,
Twist2,ENSMUSG00000007805,2,2,Twist-related protein 2 (Dermis-expressed protein 1) (Dermo-1),Nucleus,,
Twnk,ENSMUSG00000025209,2,2,Twinkle mtDNA helicase,Mitochondrion matrix,,
Txnip,ENSMUSG00000038393,1,1,Thioredoxin-interacting protein (Vitamin D3 up-regulated protein 1),Cytoplasm,,
Tyk2,ENSMUSG00000032175,2,2,Non-receptor tyrosine-protein kinase TYK2,,,
Tyr,ENSMUSG00000004651,2,2,Tyrosinase,Melanosome membrane,,
Tyro3,ENSMUSG00000027298,2,2,Tyrosine-protein kinase receptor TYRO3,Cell membrane,,GAS;PROS;TULP
Tyrp1,ENSMUSG00000005994,2,2,"5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase)",Melanosome membrane,,
Tyw5,ENSMUSG00000048495,2,2,tRNA wybutosine-synthesizing protein 5,,,
Uba1y,ENSMUSG00000069053,2,2,Ubiquitin-like modifier-activating enzyme 1 Y,,,
Uba6,ENSMUSG00000035898,2,2,Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6),,,
Ubac1,ENSMUSG00000036352,2,2,Ubiquitin-associated domain-containing protein 1 (UBA domain-containing protein 1) (E3 ubiquitin-protein ligase subunit KPC2) (Kip1 ubiquitination-promoting complex protein 2),Cytoplasm,basophil;erythrocyte;immature B cell;erythroid lineage cell;erythroblast;granulocytopoietic cell,
Ubap1,ENSMUSG00000028437,2,2,Ubiquitin-associated protein 1 (UBAP-1),Cytoplasm,,
Ubash3b,ENSMUSG00000032020,2,2,Ubiquitin-associated and SH3 domain-containing protein B,Cytoplasm,interneuron;cortical interneuron;sncg GABAergic cortical interneuron;sst GABAergic cortical interneuron;inhibitory interneuron;GABAergic neuron,
Ube2b,ENSMUSG00000020390,1,1,Ubiquitin-conjugating enzyme E2 B,Cell membrane,hematopoietic stem cell;immature B cell,
Ube2d1,ENSMUSG00000019927,2,2,Ubiquitin-conjugating enzyme E2 D1,Cytoplasm,,
Ube2g1,ENSMUSG00000020794,2,2,Ubiquitin-conjugating enzyme E2 G1,,,
Ube2g2,ENSMUSG00000009293,2,2,Ubiquitin-conjugating enzyme E2 G2,Endoplasmic reticulum,,
Ube2i,ENSMUSG00000015120,2,2,SUMO-conjugating enzyme UBC9,Nucleus,,
Ube2m,ENSMUSG00000005575,2,2,NEDD8-conjugating enzyme Ubc12,,Leydig cell,
Ube2n,ENSMUSG00000074781,2,2,Ubiquitin-conjugating enzyme E2 N,Nucleus,,
Ube2r2,ENSMUSG00000036241,2,2,Ubiquitin-conjugating enzyme E2 R2,,mesenchymal cell,
Ube2u,ENSMUSG00000069733,2,2,Ubiquitin-conjugating enzyme E2U (putative),,,
Ube3a,ENSMUSG00000025326,2,2,Ubiquitin-protein ligase E3A,Cytoplasm,cerebellar Golgi cell,
Ublcp1,ENSMUSG00000041231,2,2,Ubiquitin-like domain-containing CTD phosphatase 1,Nucleus,,
Ubr5,ENSMUSG00000037487,2,2,E3 ubiquitin-protein ligase UBR5,Nucleus,Purkinje cell,
Ubr7,ENSMUSG00000041712,2,2,Putative E3 ubiquitin-protein ligase UBR7,,,
Ubtf,ENSMUSG00000020923,2,2,Nucleolar transcription factor 1 (Upstream-binding factor 1) (UBF-1),Nucleus,,
Ubxn7,ENSMUSG00000053774,2,2,UBX domain-containing protein 7,Nucleus,,
Uchl1,ENSMUSG00000029223,2,2,Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1),Cytoplasm,Cajal-Retzius cell,
Ucn3,ENSMUSG00000044988,2,2,Urocortin-3 (Urocortin III) (Ucn III),Secreted,epithelial cell;pancreatic endocrine cell;type B pancreatic cell;glandular epithelial cell;enteroendocrine cell;endocrine cell,
Ucp1,ENSMUSG00000031710,2,2,Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin),Mitochondrion inner membrane,,
Ucp3,ENSMUSG00000032942,2,2,Putative mitochondrial transporter UCP3 (Solute carrier family 25 member 9) (Uncoupling protein 3) (UCP 3),Mitochondrion inner membrane,,
Ufd1,ENSMUSG00000005262,2,2,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1 homolog) (UB fusion protein 1),Nucleus,,
Ufl1,ENSMUSG00000040359,2,2,E3 UFM1-protein ligase 1,Endoplasmic reticulum membrane,,
Ugt8a,ENSMUSG00000032854,2,2,,,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,
Uhrf1,ENSMUSG00000001228,2,2,E3 ubiquitin-protein ligase UHRF1,Nucleus,thymocyte;DN3 thymocyte,
Uhrf2,ENSMUSG00000024817,2,2,E3 ubiquitin-protein ligase UHRF2,Nucleus,,
Ulk1,ENSMUSG00000029512,2,2,Serine/threonine-protein kinase ULK1,Cytoplasm,,
Unc13b,ENSMUSG00000028456,2,2,Protein unc-13 homolog B (Munc13-2) (munc13),Cytoplasm;Membrane,,
Unc5c,ENSMUSG00000059921,2,2,Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C) (Rostral cerebellar malformation protein),Cell membrane,lamp5 GABAergic cortical interneuron;cerebellar Golgi cell,Netrin
Unc93b1,ENSMUSG00000036908,2,2,Protein unc-93 homolog B1 (Unc-93B1),Endoplasmic reticulum membrane,"phagocyte;macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;microglial cell;hematopoietic cell;leukocyte;professional antigen presenting cell;plasmacytoid dendritic cell;precursor B cell;erythroid progenitor cell;erythroid progenitor cell, mammalian;macrophage dendritic cell progenitor",
Uncx,ENSMUSG00000029546,2,2,Homeobox protein unc-4 homolog (Homeobox protein Uncx4.1),Nucleus,,
Ung,ENSMUSG00000029591,2,2,Uracil-DNA glycosylase (UDG),Nucleus,,
Upk1b,ENSMUSG00000049436,2,2,Uroplakin-1b (UP1b) (Uroplakin Ib) (UPIb),Membrane,mesothelial cell of pleura;mesothelial cell of visceral pleura;urothelial cell;bladder urothelial cell;urethra urothelial cell;basal cell of prostate epithelium;respiratory epithelial cell;epithelial cell of lower respiratory tract;basal epithelial cell of tracheobronchial tree;epithelial cell of urethra;bladder cell,
Upk3b,ENSMUSG00000042985,2,2,Uroplakin-3b (UP3b) (Uroplakin IIIb) (UPIIIb) (p35),Cell membrane,squamous epithelial cell;mesothelial cell;mesothelial cell of pleura;mesothelial cell of visceral pleura;epithelial cell of lung;ovarian surface epithelial cell,
Uri1,ENSMUSG00000030421,2,2,Unconventional prefoldin RPB5 interactor (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein),Nucleus,,
Urm1,ENSMUSG00000069020,2,2,Ubiquitin-related modifier 1,Cytoplasm,,
Usp14,ENSMUSG00000047879,2,2,Ubiquitin carboxyl-terminal hydrolase 14,Cytoplasm,,
Usp18,ENSMUSG00000030107,2,2,Ubl carboxyl-terminal hydrolase 18,,,
Usp2,ENSMUSG00000032010,2,2,Ubiquitin carboxyl-terminal hydrolase 2,Cytoplasm,mesangial cell,
Usp22,ENSMUSG00000042506,2,2,Ubiquitin carboxyl-terminal hydrolase 22,Nucleus,,
Usp25,ENSMUSG00000022867,2,2,Ubiquitin carboxyl-terminal hydrolase 25,Cytoplasm,,
Usp3,ENSMUSG00000032376,2,2,Ubiquitin carboxyl-terminal hydrolase 3,Nucleus,granule cell;cerebellar granule cell,
Usp32,ENSMUSG00000000804,2,2,Ubiquitin carboxyl-terminal hydrolase 32,Golgi apparatus membrane,,
Usp47,ENSMUSG00000059263,2,2,Ubiquitin carboxyl-terminal hydrolase 47,Cytoplasm,,
Usp50,ENSMUSG00000027364,2,2,Putative ubiquitin carboxyl-terminal hydrolase 50,,,
Usp54,ENSMUSG00000034235,2,2,Inactive ubiquitin carboxyl-terminal hydrolase 54 (Inactive ubiquitin-specific peptidase 54),,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,
Usp7,ENSMUSG00000022710,2,2,Ubiquitin carboxyl-terminal hydrolase 7,Nucleus,,
Utp25,ENSMUSG00000016181,2,2,U3 small nucleolar RNA-associated protein 25 homolog (Digestive organ expansion factor homolog) (UTP25 small subunit processor component),Nucleus,,
Utrn,ENSMUSG00000019820,2,2,Utrophin,,vasa recta descending limb cell;endothelial stalk cell;Cajal-Retzius cell;pericyte;mural cell,
Uts2,ENSMUSG00000028963,2,2,Urotensin-2 (Urotensin II) (U-II) (UII),Secreted,,
Uts2b,ENSMUSG00000056423,2,2,Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein),Secreted,,
Vamp2,ENSMUSG00000020894,2,2,Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2),Cytoplasmic vesicle,cortical interneuron;cerebral cortex GABAergic interneuron,
Vamp3,ENSMUSG00000028955,2,2,Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3),Early endosome membrane,,
Vangl1,ENSMUSG00000027860,2,2,Vang-like protein 1 (Loop-tail protein 2) (Van Gogh-like protein 1),Cell membrane,erythrocyte,
Vangl2,ENSMUSG00000026556,2,2,Vang-like protein 2 (Loop-tail protein 1) (Loop-tail-associated protein) (Van Gogh-like protein 2),Cell membrane,hypendymal cell;neural progenitor cell,
Vasp,ENSMUSG00000030403,1,1,Vasodilator-stimulated phosphoprotein (VASP),Cytoplasm,granulocyte;Langerhans cell;mature B cell;naive B cell;megakaryocyte-erythroid progenitor cell;proerythroblast,
Vat1,ENSMUSG00000034993,2,2,Synaptic vesicle membrane protein VAT-1 homolog,Cytoplasm;Mitochondrion outer membrane,bladder cell,
Vav1,ENSMUSG00000034116,2,2,Proto-oncogene vav (p95vav),,,
Vav2,ENSMUSG00000009621,2,2,Guanine nucleotide exchange factor VAV2 (VAV-2),,,
Vax1,ENSMUSG00000006270,2,2,Ventral anterior homeobox 1,Nucleus,,
Vax2,ENSMUSG00000034777,2,2,Ventral anterior homeobox 2 (Ventral retina homeodomain protein),Nucleus,,
Vcam1,ENSMUSG00000027962,2,2,Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (CD antigen CD106),Secreted,prostate gland microvascular endothelial cell;endothelial cell of lymphatic vessel;endocardial cell;Kupffer cell;smooth muscle cell of the pulmonary artery;skeletal muscle satellite cell;muscle precursor cell;vascular leptomeningeal cell (Mmus),VCAM
Vcan,ENSMUSG00000021614,2,2,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Large fibroblast proteoglycan) (PG-M),Secreted,neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;mesenchymal cell,
Vcl,ENSMUSG00000021823,2,2,Vinculin (Metavinculin),Cell membrane,,
Vcp,ENSMUSG00000028452,2,2,Transitional endoplasmic reticulum ATPase (TER ATPase),Cytoplasm,,
Vdac1,ENSMUSG00000020402,1,1,Voltage-dependent anion-selective channel protein 1 (VDAC-1) (mVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Voltage-dependent anion-selective channel protein 5) (VDAC-5) (mVDAC5),Cell membrane,,
Vdac2,ENSMUSG00000021771,2,2,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (mVDAC2) (Outer mitochondrial membrane protein porin 2) (Voltage-dependent anion-selective channel protein 6) (VDAC-6) (mVDAC6),Mitochondrion outer membrane,,
Vdr,ENSMUSG00000022479,2,2,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)",Nucleus,intestinal crypt stem cell;keratinocyte stem cell;kidney connecting tubule epithelial cell,Calcitriol
Vegfa,ENSMUSG00000023951,2,2,"Vascular endothelial growth factor A, long form (L-VEGF) (Vascular permeability factor) (VPF)",Cell membrane,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;bronchial epithelial cell;kidney glomerular epithelial cell;podocyte,
Vegfb,ENSMUSG00000024962,2,2,Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF),Secreted,,
Vegfc,ENSMUSG00000031520,2,2,Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP),Secreted,vein endothelial cell;kidney cortex artery cell,
Vegfd,ENSMUSG00000031380,2,2,Vascular endothelial growth factor D (VEGF-D) (c-Fos-induced growth factor) (FIGF),Secreted,stem cell;mesenchymal stem cell;multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;bronchial epithelial cell;connective tissue cell;fibroblast;pancreatic stellate cell,
